path,class_index
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1059).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (106).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1060).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1061).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1062).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1063).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1064).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1065).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1066).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1067).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1068).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1069).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (107).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1070).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1071).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1072).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1073).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1074).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1075).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1076).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1077).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1078).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1079).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (108).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1080).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1081).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1082).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1083).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1084).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1085).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1086).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1087).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1088).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1089).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (109).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1090).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1091).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1092).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1093).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1094).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1095).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1096).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1097).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1098).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1099).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (11).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (110).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1100).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1101).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1102).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1103).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1104).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1105).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1106).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1107).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1108).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1109).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (111).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1110).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1111).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1112).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1113).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1114).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1115).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1116).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1117).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1118).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1119).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (112).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1120).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1121).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1122).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1123).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1124).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1125).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1126).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1127).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1128).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1129).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (113).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1130).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1131).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1132).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1133).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1134).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1135).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1136).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1137).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1138).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1139).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (114).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1140).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1141).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1142).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1143).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1144).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1145).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1146).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1147).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1148).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1149).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (115).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1150).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1151).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1152).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1153).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1154).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1155).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1156).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1157).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1158).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1159).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (116).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1160).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1161).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1162).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1163).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1164).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1165).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1166).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1167).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1168).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1169).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (117).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1170).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1171).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1172).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1173).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1174).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1175).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1176).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1177).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1178).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1179).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (118).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1180).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1181).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1182).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1183).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1184).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1185).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1186).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1187).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1188).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1189).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (119).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1190).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1191).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1192).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1193).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1194).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1195).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1196).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1197).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1198).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1199).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (12).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (120).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1200).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1201).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1202).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1203).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1204).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1205).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1206).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1207).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1208).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1209).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (121).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1210).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1211).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1212).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1213).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1214).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1215).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1216).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1217).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1218).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1219).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (122).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1220).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1221).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1222).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1223).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1224).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1225).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1226).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1227).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1228).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1229).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (123).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1230).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1231).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1232).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1233).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1234).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1235).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1236).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1237).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1238).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1239).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (124).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1240).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1241).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1242).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1243).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1244).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1245).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1246).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1247).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1248).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1249).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (125).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1250).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1251).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1252).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1253).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1254).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1255).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1256).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1257).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1258).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1259).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (126).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1260).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1261).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1262).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1263).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1264).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1265).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1266).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1267).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1268).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1269).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (127).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1270).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1271).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1272).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1273).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1274).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1275).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1276).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1277).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1278).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1279).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (128).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1280).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1281).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1282).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1283).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1284).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1285).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1286).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1287).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1288).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1289).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (129).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1290).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1291).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1292).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1293).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1294).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1295).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1296).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1297).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1298).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1299).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (13).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (130).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1300).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1301).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1302).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1303).png,0
/content/drive/MyDrive/1 WCEBleedGen Challenge/Training set/non-bleeding/Images/img- (1304).png,0
